,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_iter,param_n_clusters,param_n_init,param_tol,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.034085353215535484,0.0005176067352294922,-210.89725841979836,-36.20415018823796,100,3,10,1e-06,"{'n_init': 10, 'tol': 1e-06, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.02161319623805423,0.0003622965194462023,147.73780774078867,5.112175120082304
1,0.021476030349731445,0.00027060508728027344,-210.89725841979836,-36.20415018823796,100,3,10,1e-05,"{'n_init': 10, 'tol': 1e-05, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.004514551784974623,1.304275296262685e-05,147.73780774078867,5.112175120082304
2,0.020336627960205078,0.0002606709798177083,-210.89725841979836,-36.20415018823796,100,3,10,0.0001,"{'n_init': 10, 'tol': 0.0001, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.002532652482158432,3.356728884687881e-06,147.73780774078867,5.112175120082304
3,0.021404027938842773,0.0002700487772623698,-209.29984399358727,-36.20638763610944,100,3,10,0.001,"{'n_init': 10, 'tol': 0.001, 'n_clusters': 3, 'max_iter': 100}",1,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-102.35884903316806,-29.62323413848639,0.005980441778926437,5.081293539411475e-06,148.8724774649847,5.1092920762548735
4,0.01607402165730794,0.0002606709798177083,-209.98847462213234,-36.20572070105852,100,3,10,0.01,"{'n_init': 10, 'tol': 0.01, 'n_clusters': 3, 'max_iter': 100}",5,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-104.42474091880325,-29.621233333333628,0.0019684438676766955,1.6556315943399795e-06,148.38017819673178,5.110151414753957
5,0.014176289240519205,0.00026734670003255207,-210.89725841979836,-36.21432424737754,100,3,10,0.1,"{'n_init': 10, 'tol': 0.1, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.10799539170456,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.0010833763029163331,2.08152148782552e-06,147.73780774078867,5.123870856390993
6,0.2051562468210856,0.00027815500895182293,-210.89725841979836,-36.20415018823796,100,3,100,1e-06,"{'n_init': 100, 'tol': 1e-06, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.031544479934475955,1.6556315943399795e-06,147.73780774078867,5.112175120082304
7,0.21747199694315592,0.0003056526184082031,-210.89725841979836,-36.20415018823796,100,3,100,1e-05,"{'n_init': 100, 'tol': 1e-05, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.02914859526168966,3.568375650200906e-05,147.73780774078867,5.112175120082304
8,0.20775238672892252,0.0002776781717936198,-210.89725841979836,-36.20415018823796,100,3,100,0.0001,"{'n_init': 100, 'tol': 0.0001, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.027440189410645858,3.339751782329988e-06,147.73780774078867,5.112175120082304
9,0.21235227584838867,0.0002857049306233724,-210.89725841979836,-36.20415018823796,100,3,100,0.001,"{'n_init': 100, 'tol': 0.001, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.0251325652079015,8.801776182785628e-06,147.73780774078867,5.112175120082304
10,0.17375961939493814,0.000284115473429362,-210.89725841979836,-36.20415018823796,100,3,100,0.01,"{'n_init': 100, 'tol': 0.01, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.024239370205693177,1.1378226769721402e-05,147.73780774078867,5.112175120082304
11,0.14372626940409342,0.00036334991455078125,-210.89725841979836,-36.20415018823796,100,3,100,0.1,"{'n_init': 100, 'tol': 0.1, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.010323071661360128,0.00012138432859819508,147.73780774078867,5.112175120082304
12,2.1467860539754233,0.0002783934275309245,-210.89725841979836,-36.20415018823796,100,3,1000,1e-06,"{'n_init': 1000, 'tol': 1e-06, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.3144599554661359,1.9106571324938627e-06,147.73780774078867,5.112175120082304
13,2.1701409816741943,0.0002773602803548177,-210.89725841979836,-36.20415018823796,100,3,1000,1e-05,"{'n_init': 1000, 'tol': 1e-05, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.3197446775191035,4.49566384116203e-07,147.73780774078867,5.112175120082304
14,2.1942713260650635,0.0002779960632324219,-210.89725841979836,-36.20415018823796,100,3,1000,0.0001,"{'n_init': 1000, 'tol': 0.0001, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.3770449369337333,0.0,147.73780774078867,5.112175120082304
15,2.172746022542318,0.0002846717834472656,-210.89725841979836,-36.20415018823796,100,3,1000,0.001,"{'n_init': 1000, 'tol': 0.001, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.29762000202194183,7.358860670515722e-06,147.73780774078867,5.112175120082304
16,1.8847530682881672,0.0002803802490234375,-210.89725841979836,-36.20415018823796,100,3,1000,0.01,"{'n_init': 1000, 'tol': 0.01, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.2602587114138501,2.0509541671377722e-06,147.73780774078867,5.112175120082304
17,1.4779650370279949,0.00029095013936360675,-210.89725841979836,-36.20415018823796,100,3,1000,0.1,"{'n_init': 1000, 'tol': 0.1, 'n_clusters': 3, 'max_iter': 100}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.1912002584168821,1.4833561894392016e-05,147.73780774078867,5.112175120082304
18,0.022981007893880207,0.00027569135030110675,-209.29984399358727,-36.20638763610944,200,3,10,1e-06,"{'n_init': 10, 'tol': 1e-06, 'n_clusters': 3, 'max_iter': 200}",1,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-102.35884903316806,-29.62323413848639,0.003917714435545104,9.749606566735344e-06,148.8724774649847,5.1092920762548735
19,0.02057226498921712,0.00026345252990722656,-209.98847462213234,-36.20572070105852,200,3,10,1e-05,"{'n_init': 10, 'tol': 1e-05, 'n_clusters': 3, 'max_iter': 200}",5,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-104.42474091880325,-29.621233333333628,0.004447534893644717,2.4853540692507252e-06,148.38017819673178,5.110151414753957
20,0.02240777015686035,0.0002950032552083333,-210.89725841979836,-36.20415018823796,200,3,10,0.0001,"{'n_init': 10, 'tol': 0.0001, 'n_clusters': 3, 'max_iter': 200}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.005458460415186473,2.831487615165735e-05,147.73780774078867,5.112175120082304
21,0.019286632537841797,0.00026671091715494793,-209.29984399358727,-36.20638763610944,200,3,10,0.001,"{'n_init': 10, 'tol': 0.001, 'n_clusters': 3, 'max_iter': 200}",1,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-102.35884903316806,-29.62323413848639,0.0033821247190029555,2.3788817003720227e-06,148.8724774649847,5.1092920762548735
22,0.019277334213256836,0.00026798248291015625,-210.6562770038324,-36.23673004918525,200,3,10,0.01,"{'n_init': 10, 'tol': 0.01, 'n_clusters': 3, 'max_iter': 200}",7,-419.8284183673469,-42.104523809523485,-107.71567172534714,-36.98443300469862,-104.42474091880325,-29.621233333333628,0.004667692478355071,5.41932650287384e-06,147.9131414002644,5.123633480288228
23,0.01351022720336914,0.0002624193827311198,-209.29984399358727,-36.20638763610944,200,3,10,0.1,"{'n_init': 10, 'tol': 0.1, 'n_clusters': 3, 'max_iter': 200}",1,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-102.35884903316806,-29.62323413848639,0.00044074127575943615,1.2961631163199813e-06,148.8724774649847,5.1092920762548735
24,0.2089066505432129,0.000276645024617513,-210.89725841979836,-36.20415018823796,200,3,100,1e-06,"{'n_init': 100, 'tol': 1e-06, 'n_clusters': 3, 'max_iter': 200}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.034996080488728744,2.614161841614807e-06,147.73780774078867,5.112175120082304
25,0.2134863535563151,0.000284274419148763,-210.89725841979836,-36.20415018823796,200,3,100,1e-05,"{'n_init': 100, 'tol': 1e-05, 'n_clusters': 3, 'max_iter': 200}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.036658597909629664,8.213818980982605e-06,147.73780774078867,5.112175120082304
26,0.20933270454406738,0.00027831395467122394,-210.89725841979836,-36.20415018823796,200,3,100,0.0001,"{'n_init': 100, 'tol': 0.0001, 'n_clusters': 3, 'max_iter': 200}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.03210371559200448,1.1894408501860113e-06,147.73780774078867,5.112175120082304
27,0.20405038197835287,0.0002769629160563151,-210.89725841979836,-36.20415018823796,200,3,100,0.001,"{'n_init': 100, 'tol': 0.001, 'n_clusters': 3, 'max_iter': 200}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.026495461093869764,2.433998240012098e-06,147.73780774078867,5.112175120082304
28,0.1784043312072754,0.0002913475036621094,-210.89725841979836,-36.20415018823796,200,3,100,0.01,"{'n_init': 100, 'tol': 0.01, 'n_clusters': 3, 'max_iter': 200}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.026498332016065745,1.844010118262244e-05,147.73780774078867,5.112175120082304
29,0.1447130044301351,0.0002776781717936198,-210.89725841979836,-36.20415018823796,200,3,100,0.1,"{'n_init': 100, 'tol': 0.1, 'n_clusters': 3, 'max_iter': 200}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.013374782259856006,2.9480039264347405e-06,147.73780774078867,5.112175120082304
30,2.344832976659139,0.00027831395467122394,-210.89725841979836,-36.20415018823796,200,3,1000,1e-06,"{'n_init': 1000, 'tol': 1e-06, 'n_clusters': 3, 'max_iter': 200}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.398736084630007,1.808771558879382e-06,147.73780774078867,5.112175120082304
31,2.2327543099721274,0.00029198328653971356,-210.89725841979836,-36.20415018823796,200,3,1000,1e-05,"{'n_init': 1000, 'tol': 1e-05, 'n_clusters': 3, 'max_iter': 200}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.31974310675615436,1.4899836587311962e-05,147.73780774078867,5.112175120082304
32,2.2577342987060547,0.00035699208577473957,-210.89725841979836,-36.20415018823796,200,3,1000,0.0001,"{'n_init': 1000, 'tol': 0.0001, 'n_clusters': 3, 'max_iter': 200}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.3405165352123812,0.00010133235273346708,147.73780774078867,5.112175120082304
33,2.2379416624704995,0.0003020763397216797,-210.89725841979836,-36.20415018823796,200,3,1000,0.001,"{'n_init': 1000, 'tol': 0.001, 'n_clusters': 3, 'max_iter': 200}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.33726914646408535,1.4226751799235495e-05,147.73780774078867,5.112175120082304
34,2.6165440877278647,0.00041794776916503906,-210.89725841979836,-36.20415018823796,200,3,1000,0.01,"{'n_init': 1000, 'tol': 0.01, 'n_clusters': 3, 'max_iter': 200}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.2501166189122547,0.0001419934269473526,147.73780774078867,5.112175120082304
35,1.7776070435841878,0.0004306634267171224,-210.89725841979836,-36.20415018823796,200,3,1000,0.1,"{'n_init': 1000, 'tol': 0.1, 'n_clusters': 3, 'max_iter': 200}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.16245298030074742,0.00021860304110927925,147.73780774078867,5.112175120082304
36,0.02166636784871419,0.0002899964650472005,-210.89725841979836,-36.20415018823796,300,3,10,1e-06,"{'n_init': 10, 'tol': 1e-06, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.004250929503110833,1.5644248076303425e-05,147.73780774078867,5.112175120082304
37,0.026224931081136067,0.00041302045186360675,-210.89725841979836,-36.20415018823796,300,3,10,1e-05,"{'n_init': 10, 'tol': 1e-05, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.005295882105021398,7.660631302354054e-05,147.73780774078867,5.112175120082304
38,0.023618618647257488,0.00040038426717122394,-210.89725841979836,-36.20415018823796,300,3,10,0.0001,"{'n_init': 10, 'tol': 0.0001, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.001079949324482582,7.398415311430504e-05,147.73780774078867,5.112175120082304
39,0.04457894961039225,0.00040992101033528644,-210.89725841979836,-36.20415018823796,300,3,10,0.001,"{'n_init': 10, 'tol': 0.001, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.017341590110270543,0.00013376979773052584,147.73780774078867,5.112175120082304
40,0.02699128786722819,0.0003990332285563151,-211.05386469756456,-36.2274354063282,300,3,10,0.01,"{'n_init': 10, 'tol': 0.01, 'n_clusters': 3, 'max_iter': 300}",54,-419.8284183673469,-42.07747321428583,-107.71567172534714,-36.98443300469862,-105.61750399999964,-29.62040000000014,0.0068858074109461355,0.00012295640605578152,147.62838767654307,5.1136713679750985
41,0.016961971918741863,0.0003059705098470052,-210.89725841979836,-36.20415018823796,300,3,10,0.1,"{'n_init': 10, 'tol': 0.1, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.00198434157096669,3.6175431177587646e-06,147.73780774078867,5.112175120082304
42,0.2549690405527751,0.0004220008850097656,-210.89725841979836,-36.20415018823796,300,3,100,1e-06,"{'n_init': 100, 'tol': 1e-06, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.048311907907655674,9.499776242196235e-05,147.73780774078867,5.112175120082304
43,0.24547354380289713,0.0002987384796142578,-210.89725841979836,-36.20415018823796,300,3,100,1e-05,"{'n_init': 100, 'tol': 1e-05, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.04279261572337345,1.2999097525093628e-05,147.73780774078867,5.112175120082304
44,0.22622831662495932,0.00028196970621744793,-210.89725841979836,-36.20415018823796,300,3,100,0.0001,"{'n_init': 100, 'tol': 0.0001, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.028430085205268962,2.8366356368978416e-06,147.73780774078867,5.112175120082304
45,0.2519119580586751,0.0002926190694173177,-210.89725841979836,-36.20415018823796,300,3,100,0.001,"{'n_init': 100, 'tol': 0.001, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.0382761027454657,6.9164221197874e-06,147.73780774078867,5.112175120082304
46,0.19955643018086752,0.00028824806213378906,-210.89725841979836,-36.20415018823796,300,3,100,0.01,"{'n_init': 100, 'tol': 0.01, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.03194560758377837,5.519789172549355e-06,147.73780774078867,5.112175120082304
47,0.16481995582580566,0.0002910296122233073,-210.89725841979836,-36.20415018823796,300,3,100,0.1,"{'n_init': 100, 'tol': 0.1, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.009703775769244135,1.575528147097727e-05,147.73780774078867,5.112175120082304
48,2.6345396836598716,0.00028204917907714844,-210.89725841979836,-36.20415018823796,300,3,1000,1e-06,"{'n_init': 1000, 'tol': 1e-06, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.5605869164874618,2.2450203723630166e-06,147.73780774078867,5.112175120082304
49,2.4752896626790366,0.0003246466318766276,-210.89725841979836,-36.20415018823796,300,3,1000,1e-05,"{'n_init': 1000, 'tol': 1e-05, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.36422092111062543,5.956881823949936e-05,147.73780774078867,5.112175120082304
50,2.2648135821024575,0.00035301844278971356,-210.89725841979836,-36.20415018823796,300,3,1000,0.0001,"{'n_init': 1000, 'tol': 0.0001, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.4018236609216874,7.913350129529789e-05,147.73780774078867,5.112175120082304
51,2.4097163677215576,0.0002837181091308594,-210.89725841979836,-36.20415018823796,300,3,1000,0.001,"{'n_init': 1000, 'tol': 0.001, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.23710506189263286,1.4037705844764465e-06,147.73780774078867,5.112175120082304
52,2.186514695485433,0.00037097930908203125,-210.89725841979836,-36.20415018823796,300,3,1000,0.01,"{'n_init': 1000, 'tol': 0.01, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.3630863587659636,0.00013084134158240814,147.73780774078867,5.112175120082304
53,1.6720810731252034,0.00028196970621744793,-210.89725841979836,-36.20415018823796,300,3,1000,0.1,"{'n_init': 1000, 'tol': 0.1, 'n_clusters': 3, 'max_iter': 300}",8,-419.8284183673469,-42.07747321428583,-105.71226458024682,-36.918455555556086,-107.15109231180136,-29.616521794871957,0.14241266197102637,4.9605326761650195e-06,147.73780774078867,5.112175120082304
